Year,Sector_1,Sector_2,Sector_3,Sector_4,Element,Category,Unit,Value
1973,beverage,food,consumer_goods,consumer_goods,Coke,FinalGJ,GJ,0.0
1973,beverage,food,consumer_goods,consumer_goods,Coke_Manufactured_Gases,FinalGJ,GJ,0.0
1973,beverage,food,consumer_goods,consumer_goods,Electricity,EnergyMonetary,Euros,33392334.1970772
1973,beverage,food,consumer_goods,consumer_goods,Electricity,FinalGJ,GJ,1827520.99465424
1973,beverage,food,consumer_goods,consumer_goods,Factories,Factories,Number,9094.0
1973,beverage,food,consumer_goods,consumer_goods,Fueloil,FinalGJ,GJ,8566669.74011606
1973,beverage,food,consumer_goods,consumer_goods,Gas,EnergyMonetary,Euros,88228.5614308918
1973,beverage,food,consumer_goods,consumer_goods,Gas,EnergyPrimary,GJ,64875.2894228468
1973,beverage,food,consumer_goods,consumer_goods,Gas,FinalGJ,GJ,0.0
1973,beverage,food,consumer_goods,consumer_goods,Gas,GHG,kgCO2,3635611.21925634
1973,beverage,food,consumer_goods,consumer_goods,Gas,GHG_inv,kgCO2,0.0
1973,beverage,food,consumer_goods,consumer_goods,Gasoil,FinalGJ,GJ,415967.328806235
1973,beverage,food,consumer_goods,consumer_goods,Gasoline,FinalGJ,GJ,49094.0010777081
1973,beverage,food,consumer_goods,consumer_goods,Hydro,EnergyPrimary,GJ,2192977.27243461
1973,beverage,food,consumer_goods,consumer_goods,LPG,FinalGJ,GJ,0.0
1973,beverage,food,consumer_goods,consumer_goods,Nuclear,EnergyPrimary,GJ,479822.269663768
1973,beverage,food,consumer_goods,consumer_goods,Oil,EnergyMonetary,Euros,33011422.0878596
1973,beverage,food,consumer_goods,consumer_goods,Oil,EnergyPrimary,GJ,13010020.1220128
1973,beverage,food,consumer_goods,consumer_goods,Oil,GHG,kgCO2,1005024054.42549
1973,beverage,food,consumer_goods,consumer_goods,Oil,GHG_inv,kgCO2,824682848.136165
1973,beverage,food,consumer_goods,consumer_goods,OilCoke,FinalGJ,GJ,0.0
1973,beverage,food,consumer_goods,consumer_goods,Other_coal,FinalGJ,GJ,255604.8
1973,beverage,food,consumer_goods,consumer_goods,Solar,EnergyPrimary,GJ,0.0
1973,beverage,food,consumer_goods,consumer_goods,ValueAdded,ValueAdded,Euros,2730591076.39285
1973,beverage,food,consumer_goods,consumer_goods,Wind,EnergyPrimary,GJ,0.0
1973,beverage,food,consumer_goods,consumer_goods,Workers,Workers,Number,70000.0
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Biomass,EnergyMonetary,Euros,26276351.7341646
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Biomass,EnergyPrimary,GJ,3017758.89686131
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Biomass,FinalGJ,GJ,2874056.09224887
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Coal,EnergyMonetary,Euros,22864843.4281023
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Coal,EnergyPrimary,GJ,11473532.1801233
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Coal,GHG,kgCO2,1155253564.45636
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Coal,GHG_inv,kgCO2,957017324.565895
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Coke,FinalGJ,GJ,0.0
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Coke_Manufactured_Gases,FinalGJ,GJ,0.0
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Electricity,EnergyMonetary,Euros,61861397.0282288
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Electricity,FinalGJ,GJ,2684886.61339799
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Factories,Factories,Number,2976.0
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Fueloil,FinalGJ,GJ,38104810.9671969
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Gas,EnergyMonetary,Euros,21439540.4277067
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Gas,EnergyPrimary,GJ,95310.9685859867
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Gas,FinalGJ,GJ,0.0
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Gas,GHG,kgCO2,5341226.6795587
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Gas,GHG_inv,kgCO2,0.0
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Gasoil,FinalGJ,GJ,519523.761089366
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Gasoline,FinalGJ,GJ,38784.9717137592
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Hydro,EnergyPrimary,GJ,3221793.53313513
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,LPG,FinalGJ,GJ,0.0
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Nuclear,EnergyPrimary,GJ,704926.724452884
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Oil,EnergyMonetary,Euros,128650006.298127
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Oil,EnergyPrimary,GJ,49129538.4698333
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Oil,GHG,kgCO2,3795256846.79462
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Oil,GHG_inv,kgCO2,3530310128.24715
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,OilCoke,FinalGJ,GJ,0.0
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Other_coal,FinalGJ,GJ,8768197.8
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Solar,EnergyPrimary,GJ,0.0
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,ValueAdded,ValueAdded,Euros,1167079554.52336
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Wind,EnergyPrimary,GJ,0.0
1973,ceramic_products,non_metallic_and_building_materials,bricks_stones_glass,non_metallic_and_building_materials,Workers,Workers,Number,66000.0
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Biomass,EnergyMonetary,Euros,30239983.9403241
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Biomass,EnergyPrimary,GJ,356367.6
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Biomass,FinalGJ,GJ,339397.714285714
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Coal,EnergyMonetary,Euros,20935049.5134449
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Coal,EnergyPrimary,GJ,29076672.2201239
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Coal,GHG,kgCO2,2927688587.74111
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Coal,GHG_inv,kgCO2,1066890149.02109
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Coke,FinalGJ,GJ,0.0
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Coke_Manufactured_Gases,FinalGJ,GJ,0.0
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Electricity,EnergyMonetary,Euros,271643741.561361
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Electricity,FinalGJ,GJ,25202419.2
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Factories,Factories,Number,3872.0
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Fueloil,FinalGJ,GJ,44729344.8
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Gas,EnergyMonetary,Euros,18469178.8595333
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Gas,EnergyPrimary,GJ,894662.356568576
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Gas,FinalGJ,GJ,0.0
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Gas,GHG,kgCO2,50136878.462103
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Gas,GHG_inv,kgCO2,0.0
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Gasoil,FinalGJ,GJ,3313832.51836
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Gasoline,FinalGJ,GJ,341984.925
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Hydro,EnergyPrimary,GJ,30242242.1836123
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,LPG,FinalGJ,GJ,0.0
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Nuclear,EnergyPrimary,GJ,6616986.62665684
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Oil,EnergyMonetary,Euros,178156346.135902
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Oil,EnergyPrimary,GJ,89385365.4561723
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Oil,GHG,kgCO2,6905019481.48931
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Oil,GHG_inv,kgCO2,4418024971.86008
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,OilCoke,FinalGJ,GJ,0.0
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Other_coal,FinalGJ,GJ,9774853.2
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Processes,GHG,kgCO2,2800836327.51468
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Solar,EnergyPrimary,GJ,0.0
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,ValueAdded,ValueAdded,Euros,5357529908.04837
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Wind,EnergyPrimary,GJ,0.0
1973,chemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,chemicals_and_petrochemicals,Workers,Workers,Number,120394.0
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Biomass,EnergyMonetary,Euros,2533668.05638336
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Biomass,EnergyPrimary,GJ,1980372.84274336
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Biomass,FinalGJ,GJ,1886069.37404129
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Coal,EnergyMonetary,Euros,39255239.7422419
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Coal,EnergyPrimary,GJ,22446831.1280455
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Coal,GHG,kgCO2,2260139359.38129
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Coal,GHG_inv,kgCO2,1616128076.21616
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Coke,FinalGJ,GJ,0.0
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Coke_Manufactured_Gases,FinalGJ,GJ,0.0
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Electricity,EnergyMonetary,Euros,141242574.775954
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Electricity,FinalGJ,GJ,8722407.53760625
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Factories,Factories,Number,5385.6
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Fueloil,FinalGJ,GJ,82216888.9986201
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Gas,EnergyMonetary,Euros,11028570.1788615
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Gas,EnergyPrimary,GJ,309637.325711427
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Gas,FinalGJ,GJ,0.0
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Gas,GHG,kgCO2,17352075.7328684
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Gas,GHG_inv,kgCO2,0.0
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Gasoil,FinalGJ,GJ,1120951.03776793
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Gasoline,FinalGJ,GJ,83684.4386119609
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Hydro,EnergyPrimary,GJ,10466660.3266584
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,LPG,FinalGJ,GJ,0.0
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Nuclear,EnergyPrimary,GJ,2290099.75473273
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Oil,EnergyMonetary,Euros,184354873.128749
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Oil,EnergyPrimary,GJ,109746429.924019
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Oil,GHG,kgCO2,8477911711.63049
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Oil,GHG_inv,kgCO2,7617177689.05001
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,OilCoke,FinalGJ,GJ,0.0
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Other_coal,FinalGJ,GJ,14806974.0
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Processes,GHG,kgCO2,13031241820.9002
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Solar,EnergyPrimary,GJ,0.0
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,ValueAdded,ValueAdded,Euros,1905628847.40128
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Wind,EnergyPrimary,GJ,0.0
1973,concrete_lime,non_metallic_and_building_materials,concrete_lime,non_metallic_and_building_materials,Workers,Workers,Number,69600.0
1973,dairy_industry,food,consumer_goods,consumer_goods,Biomass,EnergyMonetary,Euros,3141994.52772498
1973,dairy_industry,food,consumer_goods,consumer_goods,Biomass,EnergyPrimary,GJ,158789.980890427
1973,dairy_industry,food,consumer_goods,consumer_goods,Biomass,FinalGJ,GJ,151228.553228978
1973,dairy_industry,food,consumer_goods,consumer_goods,Coal,EnergyMonetary,Euros,506902.49494095
1973,dairy_industry,food,consumer_goods,consumer_goods,Coal,EnergyPrimary,GJ,525019.359708138
1973,dairy_industry,food,consumer_goods,consumer_goods,Coal,GHG,kgCO2,52863449.3013557
1973,dairy_industry,food,consumer_goods,consumer_goods,Coal,GHG_inv,kgCO2,12690300.451824
1973,dairy_industry,food,consumer_goods,consumer_goods,Coke,FinalGJ,GJ,0.0
1973,dairy_industry,food,consumer_goods,consumer_goods,Coke_Manufactured_Gases,FinalGJ,GJ,0.0
1973,dairy_industry,food,consumer_goods,consumer_goods,Electricity,EnergyMonetary,Euros,11189440.2558705
1973,dairy_industry,food,consumer_goods,consumer_goods,Electricity,FinalGJ,GJ,544100.057707665
1973,dairy_industry,food,consumer_goods,consumer_goods,Factories,Factories,Number,984.0
1973,dairy_industry,food,consumer_goods,consumer_goods,Fueloil,FinalGJ,GJ,4690731.09584624
1973,dairy_industry,food,consumer_goods,consumer_goods,Gas,EnergyMonetary,Euros,529371.368585351
1973,dairy_industry,food,consumer_goods,consumer_goods,Gas,EnergyPrimary,GJ,19315.0441620239
1973,dairy_industry,food,consumer_goods,consumer_goods,Gas,FinalGJ,GJ,0.0
1973,dairy_industry,food,consumer_goods,consumer_goods,Gas,GHG,kgCO2,1082415.07483982
1973,dairy_industry,food,consumer_goods,consumer_goods,Gas,GHG_inv,kgCO2,0.0
1973,dairy_industry,food,consumer_goods,consumer_goods,Gasoil,FinalGJ,GJ,227765.391135654
1973,dairy_industry,food,consumer_goods,consumer_goods,Gasoline,FinalGJ,GJ,26881.7130181085
1973,dairy_industry,food,consumer_goods,consumer_goods,Hydro,EnergyPrimary,GJ,652905.801888759
1973,dairy_industry,food,consumer_goods,consumer_goods,LPG,FinalGJ,GJ,0.0
1973,dairy_industry,food,consumer_goods,consumer_goods,Nuclear,EnergyPrimary,GJ,142855.44482233
1973,dairy_industry,food,consumer_goods,consumer_goods,Oil,EnergyMonetary,Euros,19356464.0923233
1973,dairy_industry,food,consumer_goods,consumer_goods,Oil,EnergyPrimary,GJ,6540481.96176116
1973,dairy_industry,food,consumer_goods,consumer_goods,Oil,GHG,kgCO2,505252231.546049
1973,dairy_industry,food,consumer_goods,consumer_goods,Oil,GHG_inv,kgCO2,451560010.7529
1973,dairy_industry,food,consumer_goods,consumer_goods,OilCoke,FinalGJ,GJ,0.0
1973,dairy_industry,food,consumer_goods,consumer_goods,Other_coal,FinalGJ,GJ,116268.6
1973,dairy_industry,food,consumer_goods,consumer_goods,Solar,EnergyPrimary,GJ,0.0
1973,dairy_industry,food,consumer_goods,consumer_goods,ValueAdded,ValueAdded,Euros,619334785.230297
1973,dairy_industry,food,consumer_goods,consumer_goods,Wind,EnergyPrimary,GJ,0.0
1973,dairy_industry,food,consumer_goods,consumer_goods,Workers,Workers,Number,19000.0
1973,fish_preservation,food,consumer_goods,consumer_goods,Biomass,EnergyMonetary,Euros,406837.790068356
1973,fish_preservation,food,consumer_goods,consumer_goods,Biomass,EnergyPrimary,GJ,8605.31654901638
1973,fish_preservation,food,consumer_goods,consumer_goods,Biomass,FinalGJ,GJ,8195.53957049179
1973,fish_preservation,food,consumer_goods,consumer_goods,Coal,EnergyMonetary,Euros,736708.487947946
1973,fish_preservation,food,consumer_goods,consumer_goods,Coal,EnergyPrimary,GJ,293933.517287373
1973,fish_preservation,food,consumer_goods,consumer_goods,Coal,GHG,kgCO2,29595745.9506409
1973,fish_preservation,food,consumer_goods,consumer_goods,Coal,GHG_inv,kgCO2,16651594.8203657
1973,fish_preservation,food,consumer_goods,consumer_goods,Coke,FinalGJ,GJ,0.0
1973,fish_preservation,food,consumer_goods,consumer_goods,Coke_Manufactured_Gases,FinalGJ,GJ,0.0
1973,fish_preservation,food,consumer_goods,consumer_goods,Electricity,EnergyMonetary,Euros,3608136.4292368
1973,fish_preservation,food,consumer_goods,consumer_goods,Electricity,FinalGJ,GJ,175313.949208679
1973,fish_preservation,food,consumer_goods,consumer_goods,Factories,Factories,Number,509.0
1973,fish_preservation,food,consumer_goods,consumer_goods,Fueloil,FinalGJ,GJ,1409019.02795206
1973,fish_preservation,food,consumer_goods,consumer_goods,Gas,EnergyMonetary,Euros,0.0
1973,fish_preservation,food,consumer_goods,consumer_goods,Gas,EnergyPrimary,GJ,6223.48155126235
1973,fish_preservation,food,consumer_goods,consumer_goods,Gas,FinalGJ,GJ,0.0
1973,fish_preservation,food,consumer_goods,consumer_goods,Gas,GHG,kgCO2,348763.906132742
1973,fish_preservation,food,consumer_goods,consumer_goods,Gas,GHG_inv,kgCO2,0.0
1973,fish_preservation,food,consumer_goods,consumer_goods,Gasoil,FinalGJ,GJ,68417.0043990086
1973,fish_preservation,food,consumer_goods,consumer_goods,Gasoline,FinalGJ,GJ,8074.82764893564
1973,fish_preservation,food,consumer_goods,consumer_goods,Hydro,EnergyPrimary,GJ,210372.141978115
1973,fish_preservation,food,consumer_goods,consumer_goods,LPG,FinalGJ,GJ,0.0
1973,fish_preservation,food,consumer_goods,consumer_goods,Nuclear,EnergyPrimary,GJ,46029.3136216154
1973,fish_preservation,food,consumer_goods,consumer_goods,Oil,EnergyMonetary,Euros,4867158.00085562
1973,fish_preservation,food,consumer_goods,consumer_goods,Oil,EnergyPrimary,GJ,1979823.58568404
1973,fish_preservation,food,consumer_goods,consumer_goods,Oil,GHG,kgCO2,152941371.994092
1973,fish_preservation,food,consumer_goods,consumer_goods,Oil,GHG_inv,kgCO2,135641253.87117
1973,fish_preservation,food,consumer_goods,consumer_goods,OilCoke,FinalGJ,GJ,0.0
1973,fish_preservation,food,consumer_goods,consumer_goods,Other_coal,FinalGJ,GJ,152562.0
1973,fish_preservation,food,consumer_goods,consumer_goods,Solar,EnergyPrimary,GJ,0.0
1973,fish_preservation,food,consumer_goods,consumer_goods,ValueAdded,ValueAdded,Euros,196484839.710855
1973,fish_preservation,food,consumer_goods,consumer_goods,Wind,EnergyPrimary,GJ,0.0
1973,fish_preservation,food,consumer_goods,consumer_goods,Workers,Workers,Number,21000.0
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Biomass,EnergyMonetary,Euros,101192.278057137
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Biomass,EnergyPrimary,GJ,13265.1
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Biomass,FinalGJ,GJ,12633.4285714286
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Coal,EnergyMonetary,Euros,32585.748688476
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Coal,EnergyPrimary,GJ,284828.670867101
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Coal,GHG,kgCO2,28678991.9715071
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Coal,GHG_inv,kgCO2,763326.342966857
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Coke,FinalGJ,GJ,0.0
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Coke_Manufactured_Gases,FinalGJ,GJ,0.0
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Electricity,EnergyMonetary,Euros,8247253.00831404
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Electricity,FinalGJ,GJ,378086.251996991
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Factories,Factories,Number,3004.0
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Fueloil,FinalGJ,GJ,89547.7752919312
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Gas,EnergyMonetary,Euros,147047.60238482
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Gas,EnergyPrimary,GJ,13421.7090237832
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Gas,FinalGJ,GJ,0.0
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Gas,GHG,kgCO2,752152.573692813
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Gas,GHG_inv,kgCO2,0.0
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Gasoil,FinalGJ,GJ,1873.89344961276
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Gasoline,FinalGJ,GJ,837.901258456
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Hydro,EnergyPrimary,GJ,453693.588240421
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,LPG,FinalGJ,GJ,0.0
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Nuclear,EnergyPrimary,GJ,99267.9176285939
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Oil,EnergyMonetary,Euros,593101.799458932
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Oil,EnergyPrimary,GJ,592026.192075035
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Oil,GHG,kgCO2,45734023.3377964
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Oil,GHG_inv,kgCO2,8424175.206915
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,OilCoke,FinalGJ,GJ,0.0
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Other_coal,FinalGJ,GJ,6993.6
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Solar,EnergyPrimary,GJ,0.0
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,ValueAdded,ValueAdded,Euros,1111755078.73106
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Wind,EnergyPrimary,GJ,0.0
1973,footwear,textil_and_leather,consumer_goods,consumer_goods,Workers,Workers,Number,59000.0
1973,furniture,other,consumer_goods,consumer_goods,Biomass,EnergyMonetary,Euros,829209.575271049
1973,furniture,other,consumer_goods,consumer_goods,Biomass,EnergyPrimary,GJ,169019.1
1973,furniture,other,consumer_goods,consumer_goods,Biomass,FinalGJ,GJ,160970.571428571
1973,furniture,other,consumer_goods,consumer_goods,Coal,EnergyMonetary,Euros,100815.836195032
1973,furniture,other,consumer_goods,consumer_goods,Coal,EnergyPrimary,GJ,1914606.99477579
1973,furniture,other,consumer_goods,consumer_goods,Coal,GHG,kgCO2,192779043.151124
1973,furniture,other,consumer_goods,consumer_goods,Coal,GHG_inv,kgCO2,2323836.24572571
1973,furniture,other,consumer_goods,consumer_goods,Coke,FinalGJ,GJ,0.0
1973,furniture,other,consumer_goods,consumer_goods,Coke_Manufactured_Gases,FinalGJ,GJ,0.0
1973,furniture,other,consumer_goods,consumer_goods,Electricity,EnergyMonetary,Euros,30187461.1126206
1973,furniture,other,consumer_goods,consumer_goods,Electricity,FinalGJ,GJ,2579501.28470352
1973,furniture,other,consumer_goods,consumer_goods,Factories,Factories,Number,28036.0
1973,furniture,other,consumer_goods,consumer_goods,Fueloil,FinalGJ,GJ,808962.657381727
1973,furniture,other,consumer_goods,consumer_goods,Gas,EnergyMonetary,Euros,29409.5204769639
1973,furniture,other,consumer_goods,consumer_goods,Gas,EnergyPrimary,GJ,91569.8877885706
1973,furniture,other,consumer_goods,consumer_goods,Gas,FinalGJ,GJ,0.0
1973,furniture,other,consumer_goods,consumer_goods,Gas,GHG,kgCO2,5131576.5116715
